id,claim,evidence,cited_doc_ids,topic_id
791,Migraine with aura is associated with ischemic stroke.,"{'15984735': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}",[15984735],3
792,Misunderstandings between doctors and patients can lead to non-adherence.,"{'3610080': [{'sentences': [6, 7], 'label': 'SUPPORT'}]}",[3610080],3
795,Mitochondria play a major role in apoptosis.,"{'8551160': [{'sentences': [1], 'label': 'SUPPORT'}]}",[8551160],9
797,Mitochondria play a major role in energy production.,"{'8551160': [{'sentences': [0], 'label': 'SUPPORT'}]}",[8551160],9
798,Mitochondria play a trivial role in calcium homeostasis.,"{'8551160': [{'sentences': [1], 'label': 'CONTRADICT'}]}",[8551160],9
801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"{'22180793': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[22180793],7
802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"{'22180793': [{'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [7], 'label': 'CONTRADICT'}]}",[22180793],7
803,Monoclonal antibody targeting of N-cadherin inhibits castration resistance.,"{'22180793': [{'sentences': [5], 'label': 'SUPPORT'}]}",[22180793],7
804,Monoclonal antibody targeting of N-cadherin inhibits growth.,"{'22180793': [{'sentences': [3], 'label': 'SUPPORT'}]}",[22180793],7
807,Most termination events in Okazaki fragments are dictated by initiation patterns.,"{'36606083': [{'sentences': [4], 'label': 'SUPPORT'}]}",[36606083],9
810,"Mouse models can be generated using ""artificial spermatids.""","{'13513790': [{'sentences': [5], 'label': 'SUPPORT'}]}",[13513790],2
812,Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,"{'19799455': [{'sentences': [4, 6], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}]}",[19799455],4
815,Mutations in RIM1 decrease levels of IME1 RNA.,"{'8148304': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",[8148304],6
816,Mutations in RIM1 raise levels of IME1 RNA.,"{'8148304': [{'sentences': [1], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[8148304],6
818,Myelin sheaths play a role in action potential propagation.,"{'17814815': [{'sentences': [0], 'label': 'SUPPORT'}, {'sentences': [2], 'label': 'SUPPORT'}]}",[17814815],4
822,N348I mutations cause resistance to nevirapine.,"{'15319019': [{'sentences': [13], 'label': 'SUPPORT'}]}",[15319019],4
825,N348I mutations reduce resistance to nevirapine.,"{'15319019': [{'sentences': [13], 'label': 'CONTRADICT'}]}",[15319019],4
835,NR5A2 does not play a role in development of endometrial tissues.,"{'15928989': [{'sentences': [5, 6], 'label': 'CONTRADICT'}, {'sentences': [7], 'label': 'CONTRADICT'}]}",[15928989],9
840,Natriuretic peptides increase susceptibility to diabetes.,"{'15663829': [{'sentences': [4, 7], 'label': 'CONTRADICT'}]}",[15663829],8
841,Natriuretic peptides protect against diabetes.,"{'15663829': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [7], 'label': 'SUPPORT'}]}",[15663829],8
844,Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.,"{'17741440': [{'sentences': [1], 'label': 'SUPPORT'}]}",[17741440],7
846,Neutrophils produce IL-1β in response to large particles.,"{'22696649': [{'sentences': [4], 'label': 'SUPPORT'}]}",[22696649],7
853,Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.,"{'24922825': [{'sentences': [7, 8], 'label': 'CONTRADICT'}]}",[24922825],7
854,Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.,"{'12206390': [{'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}",[12206390],8
855,Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.,"{'8190282': [{'sentences': [8], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [12], 'label': 'CONTRADICT'}]}",[8190282],5
856,Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.,"{'43334921': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [8], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}]}",[43334921],1
857,Nonsteroidal antinflammatory drugs show potential anticancer indications.,"{'43334921': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[43334921],1
858,Normal expression of RUNX1 causes tumorsupressing effects.,"{'1982286': [{'sentences': [3], 'label': 'SUPPORT'}]}",[1982286],1
860,Normal granulomas form in the absence of TNF in Zebrafish.,"{'16066726': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[16066726],2
861,Normal granulomas form in the presence of TNF in Zebrafish.,"{'16066726': [{'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [5], 'label': 'CONTRADICT'}]}",[16066726],2
863,Notch signaling occurs between tumor cells and stromal cells.,"{'20568364': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}], '16361581': [{'sentences': [1], 'label': 'SUPPORT'}]}","[20568364, 16361581]",9
867,Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.,"{'14340571': [{'sentences': [6], 'label': 'SUPPORT'}]}",[14340571],7
881,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.,"{'14803797': [{'sentences': [2], 'label': 'CONTRADICT'}]}",[14803797],0
883,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.,"{'14803797': [{'sentences': [2], 'label': 'SUPPORT'}]}",[14803797],0
884,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.,"{'14803797': [{'sentences': [2], 'label': 'SUPPORT'}]}",[14803797],0
885,One in five surgical randomized controlled trials are discontinued early.,"{'6477536': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [17], 'label': 'SUPPORT'}]}",[6477536],3
886,One in two surgical randomized controlled trials are discontinued early.,"{'6477536': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [17], 'label': 'CONTRADICT'}]}",[6477536],3
893,Osteocytes have an essential role in G-CSF induced HSPC mobilization.,"{'13509809': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}",[13509809],9
901,PCSK9 inhibitors decrease plasma Lp(a) levels.,"{'6540064': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}",[6540064],4
902,PD-1 triggering on monocytes enhances IL-10 production by monocytes.,"{'10648422': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[10648422],7
909,PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.,"{'11254556': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}",[11254556],4
910,PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.,"{'11254556': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[11254556],4
912,PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.,"{'11254556': [{'sentences': [5], 'label': 'SUPPORT'}]}",[11254556],4
917,PTEN is a regulator for the transcriptional activity of SRF,"{'34071621': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}",[34071621],6
919,Participants who quit smoking reduce lung cancer risk by approximately 50%.,"{'16422880': [{'sentences': [11], 'label': 'SUPPORT'}]}",[16422880],1
923,Patients in stable partnerships have a slower progression from HIV to AIDS.,"{'17077004': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}",[17077004],5
925,Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.,"{'17077004': [{'sentences': [7], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}",[17077004],5
926,Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,"{'16390264': [{'sentences': [6, 7], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[16390264],1
927,Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,"{'16390264': [{'sentences': [6, 7], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}]}",[16390264],1
928,Patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with Plasmodium falciparum.,"{'18174210': [{'sentences': [2], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}]}",[18174210],5
929,Patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with Plasmodium falciparum.,"{'18174210': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[18174210],5
930,Patients with panic anxiety show decreased CSF levels of hypocretin.,"{'16056514': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[16056514],3
933,Pediatric SCD patients with vaso-occlusive crisis show increased morphine use after breathing 80 ppm iNO for 4 hours.,"{'14711483': [{'sentences': [12], 'label': 'SUPPORT'}]}",[14711483],0
935,Peroxynitrite is required for induction of T cell tolerance.,"{'5483793': [{'sentences': [3, 5], 'label': 'SUPPORT'}]}",[5483793],9
940,Pharmacist attendance at ward rounds increases adverse events in wards.,"{'12258338': [{'sentences': [11], 'label': 'CONTRADICT'}, {'sentences': [14], 'label': 'CONTRADICT'}]}",[12258338],5
941,Pharmacist attendance at ward rounds reduces adverse events in wards.,"{'12258338': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [14], 'label': 'SUPPORT'}]}",[12258338],5
942,Phase information is useful for predicting donor-recipient matches in organ transplantation.,"{'11527199': [{'sentences': [3], 'label': 'SUPPORT'}]}",[11527199],9
944,Physical activity does not improve cognitive function in individuals with Alzheimers.,"{'1642727': [{'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[1642727],3
951,Piezo1 channels are sensors for cell migration in epithelial cells.,"{'21414718': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}, {'sentences': [11], 'label': 'SUPPORT'}]}",[21414718],9
952,Pioglitazone use is not associated with an increased risk of prostate cancer.,"{'3355397': [{'sentences': [12], 'label': 'CONTRADICT'}, {'sentences': [16], 'label': 'CONTRADICT'}]}",[3355397],1
953,Pioglitazone use is significantly associated with an increased risk of pancreatic cancer.,"{'3355397': [{'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}",[3355397],1
954,Pioglitazone use is significantly associated with an increased risk of prostate cancer.,"{'3355397': [{'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}",[3355397],1
955,Pioneer factor OCT3/4 interacts with major chromatin remodeling factors.,"{'2078658': [{'sentences': [3], 'label': 'SUPPORT'}], '30507607': [{'sentences': [3], 'label': 'SUPPORT'}]}","[2078658, 30507607]",6
959,Polymeal nutrition increases cardiovascular mortality.,"{'8780599': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [8], 'label': 'CONTRADICT'}]}",[8780599],8
962,Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.,"{'13931771': [{'sentences': [6], 'label': 'SUPPORT'}], '935538': [{'sentences': [1, 5], 'label': 'SUPPORT'}], '4306711': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [6], 'label': 'SUPPORT'}]}","[13931771, 935538, 4306711]",6
963,Pre-mRNAs associated with spliceosomal components are less stable than unassociated splicing substrates.,"{'4162857': [{'sentences': [5], 'label': 'CONTRADICT'}]}","[4162857, 29828242]",6
964,Pre-mRNAs associated with spliceosomal components are more stable than unassociated splicing substrates.,"{'4162857': [{'sentences': [5], 'label': 'SUPPORT'}]}","[4162857, 29828242]",6
965,Prescribed exercise training improves quality of life.,"{'40817021': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [14], 'label': 'SUPPORT'}]}",[40817021],3
972,Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,"{'46695481': [{'sentences': [0], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}], '27873158': [{'sentences': [0], 'label': 'CONTRADICT'}, {'sentences': [15], 'label': 'CONTRADICT'}, {'sentences': [21], 'label': 'CONTRADICT'}], '28617573': [{'sentences': [8], 'label': 'CONTRADICT'}], '9764256': [{'sentences': [13], 'label': 'CONTRADICT'}]}","[46695481, 27873158, 28617573, 9764256]",5
973,Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.,"{'27446873': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}], '27873158': [{'sentences': [0], 'label': 'SUPPORT'}, {'sentences': [21], 'label': 'SUPPORT'}], '28617573': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}], '9764256': [{'sentences': [13], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}","[27446873, 27873158, 28617573, 9764256]",5
977,Pro-inflammatory cytokines are up regulated during tumor development.,"{'39264456': [{'sentences': [8, 9], 'label': 'SUPPORT'}]}","[14075252, 39264456]",7
979,Progerin induces premature aging in stem cells.,"{'11659421': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[11659421],2
980,Propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury.,"{'20128547': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}",[20128547],4
984,Pseudogene PTENP1 encodes a transcript that regulates PTEN expression.,"{'6828370': [{'sentences': [3], 'label': 'SUPPORT'}]}",[6828370],6
990,Pyridostatin decreases telomere fragility in BRCA2-deficient cells.,"{'16472469': [{'sentences': [4], 'label': 'CONTRADICT'}]}",[16472469],9
992,Pyridostatin deregulates G2/M progression.,"{'16472469': [{'sentences': [5], 'label': 'SUPPORT'}]}",[16472469],9
994,Pyridostatin encourages proliferation of homologous recombination - defective cells.,"{'16472469': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[16472469],9
996,Pyridostatin induces checkpoint activation.,"{'16472469': [{'sentences': [5], 'label': 'SUPPORT'}]}",[16472469],9
997,Pyridostatin induces double-strand breaks accumulation.,"{'16472469': [{'sentences': [5], 'label': 'SUPPORT'}]}",[16472469],9
998,Pyridostatin prevents double-strand breaks accumulation.,"{'16472469': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[16472469],9
999,Pyridostatin reduces proliferation of homologous recombination - defective cells.,"{'16472469': [{'sentences': [5], 'label': 'SUPPORT'}]}",[16472469],9
1000,Pyridostatin stabilizes the G - quadruplex in the telomeric region.,"{'16472469': [{'sentences': [4], 'label': 'SUPPORT'}]}",[16472469],9
1003,RAD52 is involved in break-induced DNA replication (BIR).,"{'14332945': [{'sentences': [6], 'label': 'SUPPORT'}], '4319844': [{'sentences': [2], 'label': 'SUPPORT'}], '4899981': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}","[14332945, 4319844, 4899981]",6
1004,RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.,"{'301838': [{'sentences': [1], 'label': 'CONTRADICT'}, {'sentences': [3], 'label': 'CONTRADICT'}], '2734421': [{'sentences': [2], 'label': 'CONTRADICT'}, {'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [5], 'label': 'CONTRADICT'}], '3952288': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}","[301838, 2734421, 3952288]",9
1005,RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.,"{'301838': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}], '2734421': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}], '3952288': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}","[301838, 2734421, 3952288]",9
1006,RTEL1 interacts with TRF2 through a C4C4 motif,"{'4926049': [{'sentences': [3], 'label': 'SUPPORT'}]}",[4926049],6
1009,RUNX1 is downregulated or mutated in TLX1 T-ALL.,"{'1982286': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[1982286],6
1011,Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.,"{'9745001': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [12], 'label': 'CONTRADICT'}]}",[9745001],8
1015,Rapamycin delays aging in fruit flies.,"{'6277638': [{'sentences': [2], 'label': 'SUPPORT'}]}",[6277638],8
1018,Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.,"{'11603066': [{'sentences': [6], 'label': 'SUPPORT'}]}",[11603066],4
1023,Recognition of start codons depends on the translation initiation factor IF3.,"{'16927286': [{'sentences': [4], 'label': 'SUPPORT'}]}",[16927286],6
1028,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.,"{'13923140': [{'sentences': [2, 3], 'label': 'SUPPORT'}], '11899391': [{'sentences': [6], 'label': 'SUPPORT'}]}","[13923140, 11899391]",7
1030,Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.,"{'6441369': [{'sentences': [2], 'label': 'SUPPORT'}]}",[6441369],2
1031,Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.,"{'12486491': [{'sentences': [2], 'label': 'SUPPORT'}]}",[12486491],6
1034,Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.,"{'4547102': [{'sentences': [3], 'label': 'CONTRADICT'}]}",[4547102],6
1035,Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.,"{'4547102': [{'sentences': [3], 'label': 'SUPPORT'}]}",[4547102],6
1036,Removal of H3K9me3 improves reprogramming efficiency in human somatic cell nuclear transfer experiments.,"{'4547102': [{'sentences': [3], 'label': 'SUPPORT'}]}",[4547102],6
1040,Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.,"{'25254425': [{'sentences': [3], 'label': 'SUPPORT'}]}","[25254425, 16626264]",6
1042,Repressing IL-18 has negative effects on atherosclerotic lesion composition and progression.,"{'17421851': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [7], 'label': 'CONTRADICT'}]}",[17421851],7
1043,Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC),"{'17671145': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [7], 'label': 'SUPPORT'}]}",[17671145],1
1044,Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.,"{'22500262': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[22500262],9
1045,Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.,"{'22500262': [{'sentences': [2, 3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[22500262],9
1048,Ribosomopathies have a high degree of cell and tissue specific pathology.,"{'12486491': [{'sentences': [5, 6], 'label': 'SUPPORT'}]}",[12486491],9
1050,Risedronate increases risk of vertebral and non-vertebral fractures.,"{'19878070': [{'sentences': [8, 10], 'label': 'CONTRADICT'}]}",[19878070],1
1054,Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.,"{'10072941': [{'sentences': [4], 'label': 'SUPPORT'}]}",[10072941],3
1055,Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.,"{'13906581': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",[13906581],5
1056,Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,"{'4200695': [{'sentences': [11], 'label': 'SUPPORT'}]}",[4200695],3
1065,Satellite cell dysfunction is a key factor in sarcopenia development.,"{'20418809': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}",[20418809],9
1069,Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,"{'4200695': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [14], 'label': 'SUPPORT'}]}",[4200695],3
1072,Sepsis related mortality has remained stable between 2009-2014.,"{'4824840': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",[4824840],5
1073,Sepsis related mortality has risen from 2009 to 2014.,"{'4824840': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[4824840],5
1081,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"{'5691302': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[5691302],3
1084,Side effects associated with antidepressants increases risk of stroke.,"{'5691302': [{'sentences': [10], 'label': 'SUPPORT'}]}",[5691302],3
1087,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"{'39281140': [{'sentences': [7], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}",[39281140],3
1090,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"{'17628888': [{'sentences': [7], 'label': 'CONTRADICT'}]}",[17628888],9
1097,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"{'26851674': [{'sentences': [1], 'label': 'SUPPORT'}]}",[26851674],9
1101,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"{'3874000': [{'sentences': [5], 'label': 'CONTRADICT'}]}",[3874000],0
1102,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"{'3874000': [{'sentences': [5], 'label': 'SUPPORT'}]}",[3874000],0
1103,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"{'3898784': [{'sentences': [8], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[3898784],5
1105,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"{'6710713': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}",[6710713],5
1106,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"{'6710713': [{'sentences': [7], 'label': 'CONTRADICT'}, {'sentences': [8], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}",[6710713],5
1109,Suboptimal nutrition is a leading cause of premature death,"{'13770184': [{'sentences': [13], 'label': 'SUPPORT'}], '8582337': [{'sentences': [13], 'label': 'SUPPORT'}]}","[13770184, 8582337]",8
1114,"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media.","{'12824568': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [7], 'label': 'SUPPORT'}]}",[12824568],9
1115,Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.,"{'44048701': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}, {'sentences': [15], 'label': 'SUPPORT'}]}",[44048701],3
1119,Sympathetic nerve activity is elevated throughout normal pregnancy.,"{'5323845': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}], '18997216': [{'sentences': [0], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}], '13907928': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}","[5323845, 18997216, 13907928]",8
1120,Sympathetic nerve activity is reduced throughout normal pregnancy.,"{'5323845': [{'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}], '18997216': [{'sentences': [0], 'label': 'CONTRADICT'}, {'sentences': [3], 'label': 'CONTRADICT'}], '13907928': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}","[5323845, 18997216, 13907928]",8
1125,Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED),"{'21009874': [{'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [15], 'label': 'SUPPORT'}]}",[21009874],7
1126,Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED),"{'21009874': [{'sentences': [12], 'label': 'CONTRADICT'}, {'sentences': [15], 'label': 'CONTRADICT'}]}",[21009874],7
1127,Systemic lupus erythematosus is a risk factor for cardiovascular disease.,"{'27466734': [{'sentences': [7], 'label': 'SUPPORT'}]}",[27466734],7
1128,T cell receptor /CD3 microdomains are required to induce the immunologic synapse.,"{'33499189': [{'sentences': [0], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}","[33499189, 9283422]",7
1133,TMEM27 is a marker for beta cells.,"{'24142891': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [6], 'label': 'SUPPORT'}]}",[24142891],9
1134,TNFAIP3 is a glioblastoma tumor enhancer.,"{'33370': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}",[33370],1
1135,TNFAIP3 is a glioblastoma tumor suppressor.,"{'33370': [{'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}",[33370],1
1136,TNFAIP3 is a tumor enhancer in glioblastoma.,"{'33370': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}",[33370],1
1138,TRAP+ osteoclasts regulate mature osteoblast maintenance.,"{'6796297': [{'sentences': [3], 'label': 'SUPPORT'}]}",[6796297],2
1139,Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.,"{'12009265': [{'sentences': [9], 'label': 'SUPPORT'}, {'sentences': [14], 'label': 'SUPPORT'}]}",[12009265],1
1141,Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.,"{'12009265': [{'sentences': [9, 10], 'label': 'CONTRADICT'}, {'sentences': [14], 'label': 'CONTRADICT'}]}",[12009265],1
